Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,Close,High,Low,Open,Volume
28-07-2021,135.4464417,137.6389624,134.6338288,135.6634067,95130000
29-07-2021,135.1314392,136.0107345,134.8980579,135.5021643,31716000
30-07-2021,134.0854492,134.6607019,133.6161961,134.3924835,25576000
02-08-2021,134.2128296,134.6925307,133.1573747,134.4740775,21634000
03-08-2021,134.9846497,135.0861541,132.6851424,134.4919946,20762000
04-08-2021,134.4825592,135.004068,133.8470933,134.7054924,19676000
05-08-2021,135.6031952,135.7012372,134.2043804,135.0349129,17870000
06-08-2021,135.0926208,135.8231371,134.5666474,135.3946892,20488000
09-08-2021,136.2615356,136.5312575,134.6955211,135.2956639,17760000
10-08-2021,136.1560516,137.1169575,135.7156523,136.6884945,19414000
11-08-2021,135.6305847,137.027395,135.6231131,136.5287869,15352000
12-08-2021,136.5411987,136.6466972,134.78112,135.3284908,16506000
13-08-2021,137.0721588,137.200558,136.3809748,136.5969375,15948000
16-08-2021,137.6513977,137.7041545,134.655224,136.8706303,22384000
17-08-2021,136.0112305,137.6076021,135.4344896,137.0945521,21716000
18-08-2021,134.8045197,136.4521449,134.6776239,135.8505137,19258000
19-08-2021,135.0344086,135.7037093,133.61122,133.7958385,21782000
20-08-2021,136.7755737,136.8994778,134.6064401,135.3528713,31194000
23-08-2021,139.3751678,140.2041969,136.9527434,137.3130205,28454000
24-08-2021,140.5893555,141.4039576,139.6707432,139.9424392,19268000
25-08-2021,141.4029541,141.5129325,140.7033114,140.9511195,15848000
26-08-2021,140.7675018,141.7398429,140.6843878,141.0755232,20610000
27-08-2021,143.3187866,143.8248662,140.8237119,140.9784743,28780000
30-08-2021,143.9024963,145.2759348,143.477025,143.7128968,24434000
31-08-2021,144.0089874,144.480731,143.5944805,144.4563572,22448000
01-09-2021,144.5245361,145.5580927,144.1941151,144.3100616,21936000
02-09-2021,142.6052094,144.8270848,142.5036897,144.5250316,32342000
03-09-2021,143.0555573,143.4690771,141.722924,142.3996963,19850000
07-09-2021,143.5939941,143.8771406,142.9356426,143.1501171,20124000
08-09-2021,143.0072784,143.7129045,142.3195721,143.4143441,18344000
09-09-2021,142.8579865,143.6238257,142.4962212,143.1560608,15314000
10-09-2021,140.2056732,144.0298881,140.0683294,143.5262839,36840000
13-09-2021,141.6552429,142.2697974,140.5778895,141.2740545,22094000
14-09-2021,141.8662415,142.6808588,141.0755272,142.3150995,19674000
15-09-2021,143.7422638,143.76316,140.6749282,142.0921483,27408000
16-09-2021,142.9266663,143.6133855,141.7239205,143.2655459,26190000
17-09-2021,140.1300507,142.7674354,139.801619,142.3499368,53384000
20-09-2021,138.0594482,138.3386159,135.6733644,137.5041046,46518000
21-09-2021,138.3714447,139.3452891,137.6200324,139.0845271,25332000
22-09-2021,139.6160126,140.2166414,137.8922589,138.6411809,25056000
23-09-2021,140.5440826,141.0222956,139.7334592,140.3166695,20952000
24-09-2021,141.5382996,141.653259,139.5736933,139.8697784,22984000
27-09-2021,140.4007416,141.2631194,139.40102,140.1345126,21882000
28-09-2021,135.1837006,138.4346528,134.7159357,137.9952557,45772000
29-09-2021,133.7142181,136.4984077,133.2280476,136.3282161,30848000
30-09-2021,133.0399323,134.8975518,132.9205081,133.6226565,37996000
01-10-2021,135.8933105,136.2590698,133.4350619,133.8077765,35360000
04-10-2021,133.0235291,135.3135755,130.4264483,135.3135755,51202000
05-10-2021,135.3757782,136.5715688,133.4032142,133.4032142,32404000
06-10-2021,136.9104309,137.0945482,133.9097777,134.108823,24364000
07-10-2021,138.5625458,139.3756597,137.9912719,138.2311225,25110000
08-10-2021,139.1203766,139.6632675,138.5550709,138.9128574,26526000
11-10-2021,138.253006,140.0424547,138.1982598,138.6292133,17954000
12-10-2021,135.7997589,138.8432071,135.1140267,138.8163276,36332000
13-10-2021,136.9273682,137.3433785,135.8694225,136.7487179,19654000
14-10-2021,140.4793854,140.6649909,138.1644488,138.8103628,31894000
15-10-2021,140.695343,141.0436837,140.0852684,140.9406758,30274000
18-10-2021,142.0986481,142.1165678,140.3982812,140.4052516,20396000
19-10-2021,142.5554504,142.9789324,141.921488,142.7052318,20164000
20-10-2021,141.0944366,142.8629894,140.7038024,142.6559713,23288000
21-10-2021,141.2108765,141.479596,139.8314698,141.0944288,26292000
22-10-2021,136.9119263,139.9140679,135.4086155,138.4878877,50588000
25-10-2021,136.7929993,137.3433618,134.779615,136.895506,34412000
26-10-2021,138.6456451,139.4164503,137.6464246,138.6008611,49236000
27-10-2021,145.5217743,147.9426952,138.7416892,138.7416892,85782000
28-10-2021,145.1549988,146.4577758,143.9388134,146.4343891,36206000
29-10-2021,147.3415833,147.5366498,143.9612446,144.3877031,43320000
01-11-2021,142.814209,147.3415752,142.5440012,147.3415752,46924000
02-11-2021,144.7404938,145.9113941,143.6487134,143.8915557,33482000
03-11-2021,145.9004669,145.9711282,143.9030128,145.206276,27494000
04-11-2021,147.5620117,149.0210396,145.6118323,146.424445,38412000
05-11-2021,148.1437225,149.6121961,147.4918404,148.4597014,38354000
08-11-2021,148.3218842,149.8983468,147.7242319,149.1120973,23052000
09-11-2021,148.2098999,149.1215416,146.5443553,148.5229023,19530000
10-11-2021,145.1993103,147.3654678,143.8497747,146.7981726,29970000
11-11-2021,145.0729218,146.833517,144.9077112,145.7924888,16518000
12-11-2021,147.9705353,148.1417291,144.7190824,145.9178493,22360000
15-11-2021,147.7456207,148.8379022,146.8727948,148.1919882,23508000
16-11-2021,147.1723938,148.0546656,146.611568,147.444591,18904000
17-11-2021,147.3425751,147.8526335,146.5394232,147.3231671,19594000
18-11-2021,149.1255646,149.8640385,147.180867,147.536163,35608000
19-11-2021,148.2178802,150.2481821,148.1905147,149.2618849,33682000
22-11-2021,145.6058655,149.1165772,145.4521054,148.621948,30594000
23-11-2021,145.0883331,145.9621614,143.4292729,145.45757,27218000
24-11-2021,145.4247284,145.5536135,143.6860469,144.7813049,18040000
26-11-2021,141.5064697,143.869668,141.16759,143.6616628,30470000
29-11-2021,144.838028,145.6013767,143.2088086,143.3148082,32596000
30-11-2021,141.2223358,145.3053088,140.927739,144.3185257,42068000
01-12-2021,140.3803406,145.256032,140.2415085,143.3148125,34020000
02-12-2021,142.2857513,143.1799747,139.5473328,140.5779129,29194000
03-12-2021,141.3258209,143.7129069,139.6334118,142.9973339,41230000
06-12-2021,142.4738312,143.1680068,139.4831249,142.3598741,30618000
07-12-2021,146.5687561,146.8290169,144.536465,144.9037125,32240000
08-12-2021,147.4813843,147.6869141,145.7093692,146.8941953,24270000
09-12-2021,146.9359894,148.3905371,146.4149818,146.8887148,23270000
10-12-2021,147.2972717,148.2686256,146.0059449,147.9924497,24458000
13-12-2021,145.1326294,147.2659238,144.825094,147.0783137,27070000
14-12-2021,143.2222748,143.7925464,140.5430822,143.2829892,38446000
15-12-2021,145.7442017,146.0228682,141.0038644,142.7266308,36370000
16-12-2021,143.7577057,146.9743218,142.9236804,146.4702316,33650000
17-12-2021,141.0506592,143.150119,140.6276784,141.8219655,50416000
20-12-2021,140.933197,141.099911,138.6580788,139.3338488,27192000
21-12-2021,142.7898407,143.1844537,139.8339712,141.3775862,28756000
22-12-2021,145.7183228,145.802925,142.3867623,142.3867623,26322000
23-12-2021,146.2174377,147.5381194,145.7551399,145.8029157,26384000
27-12-2021,147.202713,147.6381313,146.4692204,146.5553108,15976000
28-12-2021,145.9890289,147.5933582,145.3595464,147.5306545,18200000
29-12-2021,145.9571991,146.715582,144.9545008,145.946751,17788000
30-12-2021,145.5048523,146.5991232,145.2998388,145.9960039,15688000
31-12-2021,144.1627808,146.0004915,144.1627808,145.3550786,18136000
03-01-2022,144.3016052,145.1570127,143.0291852,144.3647949,28646000
04-01-2022,143.7124329,145.7880048,143.032684,144.7041819,28400000
05-01-2022,137.1194458,143.8119525,137.0328694,143.7328324,54618000
06-01-2022,137.0920715,139.2741441,135.9087336,136.3466424,37348000
07-01-2022,136.365036,137.7897278,135.1204827,137.4881606,29760000
10-01-2022,138.0097046,138.159,132.5309077,134.4353012,44408000
11-01-2022,139.071106,139.548833,136.0420998,137.3503441,28730000
12-01-2022,140.7575378,141.9294405,140.0250474,140.4783702,26108000
13-01-2022,137.927597,142.1703138,137.750435,140.8665342,31436000
14-01-2022,138.8168182,140.0723208,136.3466335,136.4267406,29662000
18-01-2022,135.3509064,136.4790122,134.7940745,135.5270661,34872000
19-01-2022,134.473587,137.3030617,134.3730697,135.8738899,28648000
20-01-2022,132.6731873,136.9711507,132.331817,135.601691,29908000
21-01-2022,129.7312622,134.223776,129.4675237,131.9625987,55652000
24-01-2022,130.1816101,130.5787137,123.9076049,125.3785691,76622000
25-01-2022,126.3310242,128.7833046,125.8985975,128.1274436,46960000
26-01-2022,128.6180878,132.367162,126.5370337,130.4951154,49130000
27-01-2022,128.3911743,132.0213103,128.3190096,130.6792312,31950000
28-01-2022,132.7164917,132.7219739,127.8736476,129.0420575,34362000
31-01-2022,134.6596985,134.8284018,131.5804261,133.5236352,39986000
01-02-2022,136.9890442,137.1373373,133.7291326,136.9397802,68644000
02-02-2022,147.2957764,150.8253947,144.8300717,150.530312,123200000
03-02-2022,142.4091339,148.9628073,141.9866543,145.0121976,71518000
04-02-2022,142.6111755,144.1856487,139.8463941,142.7619592,57998000
07-02-2022,138.5386658,143.5636379,138.2390879,143.5636379,54974000
08-02-2022,138.7357178,139.333856,136.3620715,138.3649926,54284000
09-02-2022,140.9182739,141.8463472,139.5199604,140.2927702,40144000
10-02-2022,137.9604034,140.8112753,137.3005638,139.0387592,39330000
11-02-2022,133.6435547,138.494356,132.7652465,137.9405159,39958000
14-02-2022,134.8811493,135.6514686,132.6224472,132.6224472,34302000
15-02-2022,135.9584961,137.4513588,135.1752382,136.9159091,26680000
16-02-2022,137.0826111,137.4289472,134.2819903,135.9962978,25022000
17-02-2022,131.9083557,136.4610828,131.8481425,135.5947262,38950000
18-02-2022,129.7825165,133.4320756,129.5770018,132.8319327,45620000
22-02-2022,129.1958313,131.5515579,127.6133853,129.2202051,44990000
23-02-2022,126.9809036,131.4226651,126.9206904,131.0220839,32786000
24-02-2022,132.0596313,132.3671668,124.358952,124.358952,54456000
25-02-2022,133.8197174,134.6278502,131.1245948,132.9165343,36406000
28-02-2022,134.4143829,135.105567,131.9616014,132.4169288,38864000
01-03-2022,133.4236145,135.6071755,132.5846385,134.2367285,26496000
02-03-2022,133.9311981,134.6189046,132.4383353,133.9874326,23520000
03-03-2022,133.2623901,135.7902977,132.3925406,135.362837,24604000
04-03-2022,131.2788544,133.2146069,129.7173198,132.2950075,30430000
07-03-2022,125.7771606,131.1081718,125.6940543,130.862353,45112000
08-03-2022,126.4997101,130.6254851,125.076514,125.6492762,40428000
09-03-2022,132.7851563,133.099161,129.2824021,130.6254834,37026000
10-03-2022,131.7993774,132.6378674,130.2895973,130.6414157,27102000
11-03-2022,129.2525482,133.1588753,129.014687,132.8533293,31526000
14-03-2022,125.3516922,129.7884802,124.6789139,129.6302401,38812000
15-03-2022,128.583252,129.2366376,125.1222976,126.3718245,30920000
16-03-2022,132.6463165,132.698557,128.1219424,130.1109376,35576000
17-03-2022,133.2021637,133.4425154,131.5560269,132.5154445,28264000
18-03-2022,135.4777832,135.5957191,131.629179,132.7896313,44566000
21-03-2022,135.4539032,136.3978916,133.4544598,135.5156047,26832000
22-03-2022,139.2024841,140.3788668,135.4539109,135.4539109,35496000
23-03-2022,137.6175537,138.9243097,137.1791589,138.0425239,25154000
24-03-2022,140.8983765,140.9451499,137.0950573,138.5376537,26396000
25-03-2022,140.9988861,141.3591631,139.0725946,141.2407261,24126000
28-03-2022,140.7824402,141.3268346,139.1462502,140.2300731,35050000
29-03-2022,141.8274078,143.1092887,141.3626347,141.9687456,34318000
30-03-2022,141.2631378,142.0414146,140.9262475,141.7821561,19884000
31-03-2022,138.4058075,141.4318373,138.3630128,141.3770911,37524000
01-04-2022,139.4836426,139.8026132,137.6494095,138.8362403,25942000
04-04-2022,142.291214,143.0281996,139.64288,139.6906557,25942000
05-04-2022,139.9220581,142.3101315,139.7145541,142.189219,21418000
06-04-2022,135.8982697,138.697387,134.8721696,138.0897878,32468000
07-04-2022,135.2419128,136.5118423,133.5888056,135.3628252,26234000
08-04-2022,132.6532898,135.0244453,132.3328158,134.9383549,25142000
11-04-2022,128.2105408,131.4639836,128.0562795,131.1962663,36884000
12-04-2022,127.1068039,130.9738214,126.1857087,130.9738214,32710000
13-04-2022,129.2759247,129.7138335,127.1331694,127.3909397,27928000
14-04-2022,126.1269913,129.8586543,125.9985997,129.8586543,31598000
18-04-2022,127.0689926,127.6024377,125.5816045,126.3957131,20808000
19-04-2022,129.3903961,129.7128444,126.3952097,127.0839183,26490000
20-04-2022,127.4307556,130.7737816,126.8933317,130.2691903,31696000
21-04-2022,124.2206039,129.4794581,123.9339723,128.6349999,36446000
22-04-2022,119.0662537,124.8053181,118.3591393,124.4052305,56884000
25-04-2022,122.4883881,122.6909186,117.9471038,118.5342928,46128000
26-04-2022,118.085434,121.9270677,117.9470954,121.7125932,73054000
27-04-2022,113.7506638,116.6841334,112.2000784,113.9248265,91820000
28-04-2022,117.9585419,119.0801783,113.5720126,115.8610717,48884000
29-04-2022,113.5665359,117.3589057,113.2729415,116.1790456,42676000
02-05-2022,116.0282745,116.1899998,112.0642248,112.8653947,35534000
03-05-2022,116.7756958,117.8784254,115.4823796,115.8764915,24968000
04-05-2022,121.6792603,122.2699345,114.5682533,116.4746434,49916000
05-05-2022,115.9511414,120.4630706,114.4582787,119.6320446,45840000
06-05-2022,115.195755,117.0120759,113.4729962,114.6364326,39710000
09-05-2022,111.9756393,114.5294314,111.4675704,112.7111214,40802000
10-05-2022,113.8506775,115.6968543,112.3632895,114.957887,39900000
11-05-2022,113.0619583,115.8108172,112.6977025,112.6977025,37534000
12-05-2022,112.3070679,113.7511601,109.3019345,110.8475464,53836000
13-05-2022,115.4983139,117.3141337,113.0644543,113.9880326,35038000
16-05-2022,113.9004517,115.6172423,113.3475986,114.4085207,25990000
17-05-2022,115.9188004,116.3437706,114.3234309,116.284552,23054000
18-05-2022,111.3670578,114.8509052,111.0246929,114.452807,35126000
19-05-2022,109.8587723,112.4722767,109.4765968,110.9012887,34144000
20-05-2022,108.3897934,111.649713,105.2931025,111.4183135,48962000
23-05-2022,110.9575195,111.6138816,108.2235886,109.066065,37184000
24-05-2022,105.4657822,105.9519603,101.3997189,105.2687262,76780000
25-05-2022,105.3015594,105.9932522,103.3623292,104.485955,40258000
26-05-2022,107.2796097,108.1325266,104.7243214,105.1741742,37948000
27-05-2022,111.7820816,111.7835774,108.6192015,108.9620676,37914000
31-05-2022,113.2206955,115.1843071,111.5452038,112.2100246,50012000
01-06-2022,113.3500824,116.5443143,112.7111388,114.3085053,36606000
02-06-2022,117.0628204,117.3385028,112.4090751,113.4575596,37992000
03-06-2022,113.9959869,115.7680172,112.9783531,115.5102469,26136000
06-06-2022,116.2646484,118.7791238,115.6112704,116.1491955,33542000
07-06-2022,116.5920715,117.1309988,114.5045559,114.9310143,31590000
08-06-2022,116.6363678,118.0063211,116.0451924,116.205923,26108000
09-06-2022,114.2890854,117.7361061,114.2298669,115.7739828,25798000
10-06-2022,110.632576,112.7400009,109.8408594,111.9099696,41452000
13-06-2022,105.8862762,108.273856,105.614079,106.2783988,47252000
14-06-2022,106.2077255,107.4109725,105.2965848,106.0280881,33706000
15-06-2022,109.2422256,110.8933284,107.1571928,108.0285229,39698000
16-06-2022,105.5289688,108.1315239,104.6377296,106.7108184,51684000
17-06-2022,106.6336899,108.1822859,104.5461666,105.5289709,51376000
21-06-2022,111.0132446,111.9542489,108.0832527,108.4111831,47416000
22-06-2022,110.9570313,112.8071795,109.8572856,110.0304613,30774000
23-06-2022,111.7079315,112.2060536,109.9747246,111.6974834,28362000
24-06-2022,117.4136505,117.5171595,112.4150495,112.4573506,41164000
27-06-2022,115.282341,118.0152695,114.631446,117.7102322,36420000
28-06-2022,111.4745407,116.7513144,111.3157995,115.2514814,35792000
29-06-2022,111.1700058,112.6220633,110.3449479,111.0212191,24716000
30-06-2022,108.4445267,110.3603701,106.2420592,109.4765949,43170000
01-07-2022,108.2201004,108.7301588,106.2226465,107.4194241,35476000
05-07-2022,112.7240753,112.8375313,105.2284098,106.5908991,39342000
06-07-2022,114.0268478,115.0395082,110.9455784,112.762894,37432000
07-07-2022,118.2177963,118.6223639,114.2870956,114.5324209,40936000
08-07-2022,118.7855911,119.115511,116.3452548,116.6920997,38238000
11-07-2022,115.126091,117.4365476,114.7817367,117.4365476,31196000
12-07-2022,113.4779663,116.4174118,113.1490411,115.6620206,29960000
13-07-2022,110.8236618,113.6526355,110.6723846,111.1695044,43722000
14-07-2022,109.8423538,110.5644038,107.8573448,109.6861032,37004000
15-07-2022,111.2456284,112.6021494,110.3723089,111.4675744,46770000
18-07-2022,108.5112076,113.1390833,107.854352,112.1040309,43164600
19-07-2022,113.2684708,113.4774706,109.038693,110.3225558,36530900
20-07-2022,113.3580399,114.8509025,111.9447984,112.63151,35600400
21-07-2022,113.7959442,114.0049517,110.5813174,113.7362321,32676200
22-07-2022,107.3865967,111.8054653,105.9932566,110.4718449,48901200
25-07-2022,106.9984512,109.3472226,105.7942095,107.8941704,34690900
26-07-2022,104.5202866,106.6899139,103.5748099,106.0927704,47991000
27-07-2022,112.5220337,113.3679953,107.4960672,108.7401195,59858500
28-07-2022,113.6765213,113.7959455,110.9296518,111.8353255,32816600
29-07-2022,115.7665253,116.154669,112.5220349,112.541944,37223400
01-08-2022,114.3134689,116.1646192,113.795939,114.7513777,26034300
02-08-2022,114.5821838,115.79638,113.1788969,113.4575634,20236000
03-08-2022,117.518158,118.0555895,114.9305307,115.1594321,28499000
04-08-2022,117.6276245,118.2148135,116.3338072,116.9210038,21602900
05-08-2022,116.9110565,117.5480107,115.4480498,115.6769588,19159500
08-08-2022,116.7418594,119.5782969,116.3238521,117.8266693,19138300
09-08-2022,116.0750427,116.761762,115.1594221,116.5826181,19086500
10-08-2022,119.1304321,120.3446283,117.846577,118.2148116,30930400
11-08-2022,118.2745285,120.9119207,117.995862,120.7029209,24293700
12-08-2022,121.1010208,121.1010208,118.8915828,119.6877793,19096300
15-08-2022,121.4991226,121.718077,120.0361159,120.5536383,19494800
16-08-2022,121.1209259,121.8474558,120.065972,120.9417821,19041200
17-08-2022,118.981163,120.7128817,118.8119661,119.5484506,22847000
18-08-2022,119.5982132,120.2451219,118.1551155,118.8617363,17987700
19-08-2022,116.6522903,118.5830619,116.2044346,118.4934862,21809500
22-08-2022,113.6964264,115.079812,113.3082827,114.6518577,21456600
23-08-2022,113.3182297,114.4627592,112.8902754,112.9400405,15870400
24-08-2022,113.1490479,114.2338578,112.3329498,112.9599495,17734600
25-08-2022,116.0949554,116.1646221,113.5670404,113.6964191,16956800
26-08-2022,109.8149796,114.5722419,109.6656994,114.1741436,37245700
29-08-2022,108.8993607,110.4220795,108.2823156,109.4666482,21191200
30-08-2022,108.4216461,109.9742209,107.2870711,109.6457893,27513300
31-08-2022,107.7050705,110.3225537,107.6154948,110.1235084,28627000
01-09-2022,109.2178268,109.9244476,106.8491542,107.7647748,28360900
02-09-2022,107.3368225,110.2130706,106.7496335,110.0637828,24160700
06-09-2022,106.3017731,107.5159693,105.2766752,106.789447,25068300
07-09-2022,108.9292145,109.456699,106.3913524,106.5505871,23167000
08-09-2022,107.8643036,109.0784998,106.650115,107.525925,24238300
09-09-2022,110.1235046,110.4618832,108.5012557,108.5510208,23197700
12-09-2022,110.3325043,111.0888902,109.4069291,110.461883,22966800
13-09-2022,103.8236313,107.7846973,103.5947223,107.2870763,38172900
14-09-2022,104.5003891,104.7790556,103.1667687,104.0724348,26395100
15-09-2022,102.4203339,104.7690974,101.8629933,103.5349998,34188300
16-09-2022,102.3108597,102.6392837,100.4597093,101.5843298,42797200
19-09-2022,102.579567,102.8383319,101.0668028,101.2658481,23036800
20-09-2022,100.6587601,101.8829109,100.0417074,101.5942898,26517100
21-09-2022,98.8075943,102.3904629,98.79763976,101.1862213,31487300
22-09-2022,99.66352081,100.7582854,98.3199458,98.34980184,34298600
23-09-2022,98.27017212,99.18580034,97.00621839,99.1559367,31625400
26-09-2022,97.70288849,99.4047511,97.33465387,97.63322186,27072700
27-09-2022,97.03607941,99.52418401,96.40907978,98.95689646,30072800
28-09-2022,99.57394409,100.2208452,96.6479308,97.18536228,32466300
29-09-2022,96.95645142,98.17064759,95.50339934,98.17064759,31047200
30-09-2022,95.19488525,98.42942129,95.10530954,96.58822537,32941500
03-10-2022,98.17064667,98.81755533,96.0607314,96.29959489,27982000
04-10-2022,101.1563797,101.355425,99.90237286,99.96209253,28850800
05-10-2022,100.9473648,101.4449857,98.3298819,99.35497962,22176900
06-10-2022,100.9374237,102.440241,100.1113712,100.2009469,22324000
07-10-2022,98.21045685,100.0516526,97.83226771,99.37488788,27502800
10-10-2022,97.3943634,98.62846111,96.54840939,98.52893845,18225100
11-10-2022,96.71759796,98.77774817,95.85173487,96.96640841,26507100
12-10-2022,97.09578705,98.28012721,96.27968908,96.83702965,21876400
13-10-2022,98.58864594,99.30522121,93.93091421,94.69725462,34574500
14-10-2022,96.10054779,100.2109014,95.91145701,99.51422754,25410700
17-10-2022,99.49432373,100.4497549,98.35974869,98.38960473,28419200
18-10-2022,100.2905121,102.9776695,99.49432321,102.6392833,24060700
19-10-2022,99.15593719,100.5393227,98.44931643,99.53413394,23811100
20-10-2022,99.49432373,101.8331404,98.91708167,99.52417977,25323200
21-10-2022,100.6487885,100.8279323,97.25501827,97.38439695,32458700
24-10-2022,102.0321884,102.2610974,99.50428087,101.3156207,27176400
25-10-2022,103.9828644,104.3212429,102.2312367,102.4103805,40611400
26-10-2022,94.478302,97.84221647,94.2394461,95.97116466,88114100
27-10-2022,91.78120422,94.97592964,91.36320447,94.07025591,60710900
28-10-2022,95.83183289,96.09059788,91.69162339,91.83095664,43697300
31-10-2022,94.06030273,95.5730669,93.53282581,94.96596881,31675000
01-11-2022,90.03952789,95.57306993,89.94000523,94.99582786,47161400
02-11-2022,86.55617523,90.74614204,86.46659953,90.50728615,57038300
03-11-2022,83.03302002,86.1083134,82.94344431,85.90926809,61288000
04-11-2022,86.16803741,86.22774949,83.3116907,84.99365178,51124900
07-11-2022,88.06894684,88.47699963,86.43675086,86.86470514,34078900
08-11-2022,88.47699738,89.89023891,87.17322546,88.47699738,30429000
09-11-2022,86.90451813,89.01443359,86.86470754,88.02913869,31769100
10-11-2022,93.4930191,93.94087489,91.17410384,91.811058,51620100
11-11-2022,95.95126343,96.46878581,93.47310593,94.23944636,33090500
14-11-2022,95.24462891,96.32944632,94.06029643,94.63753085,30179500
15-11-2022,97.97160339,99.66351138,96.24983177,97.79245957,41640800
16-11-2022,98.37965393,99.16589589,97.17541222,97.43417722,29105200
17-11-2022,97.89198303,98.80760366,96.32945373,96.50859755,26052600
18-11-2022,96.96640778,98.42941442,95.91145391,98.30002813,28342300
21-11-2022,95.14511108,97.93179106,94.90625519,96.82707209,21647400
22-11-2022,96.58822632,96.75741561,93.60250071,95.49345419,23438500
23-11-2022,97.99150085,98.29007641,96.62801694,96.62801694,18868100
25-11-2022,96.9962616,98.17064718,96.93654952,97.77254896,9701400
28-11-2022,95.59297943,97.11569819,95.1550706,96.5782667,26237500
29-11-2022,94.73706818,95.66264334,93.66220522,95.27449965,20061700
30-11-2022,100.5094681,100.5592332,93.9707297,94.36882794,43647500
01-12-2022,100.5094681,101.7634749,99.77299127,100.5393241,28687100
02-12-2022,99.96209717,100.2905212,98.42942376,98.57871156,21480700
05-12-2022,99.00665283,100.8976061,98.52893345,98.92703167,24405100
06-12-2022,96.51855469,99.30522722,95.96121411,98.8275154,24910700
07-12-2022,94.48825836,96.41902228,94.26930395,95.95126501,31045400
08-12-2022,93.26409912,95.12520384,93.00533415,94.92615094,32213300
09-12-2022,92.38829803,93.81149411,92.30867687,93.32382016,28225400
12-12-2022,92.86601257,93.11482303,91.1741045,92.26886899,29420000
13-12-2022,95.17498016,99.05642509,94.57783654,97.29485027,40593700
14-12-2022,94.61763763,96.40907591,93.15463097,94.74701633,28733600
15-12-2022,90.42766571,93.19443655,89.58171174,92.68686113,40107000
16-12-2022,89.83052063,90.89542898,89.09403628,90.32814149,58011800
19-12-2022,88.01918793,90.1290957,87.79027897,89.83052771,29493000
20-12-2022,88.59641266,88.75565498,87.02393655,87.69074666,23453800
21-12-2022,89.15376282,89.79071697,87.89975602,88.65614191,24745600
22-12-2022,87.34241486,88.11870218,85.90926436,87.74051306,27658300
23-12-2022,88.80543518,89.12391227,86.6557091,86.69551969,23003000
27-12-2022,86.9741745,88.51680222,86.59598537,88.37746899,20097300
28-12-2022,85.61070251,87.62109535,85.53108894,86.56614139,19523200
29-12-2022,88.02913666,88.42723491,86.19789534,86.20784988,23333500
30-12-2022,87.81019592,87.87986255,86.15809073,86.56614355,23986300
03-01-2023,88.69594574,90.61676258,88.09879463,89.16370297,28131200
04-01-2023,87.6608963,90.21866733,86.85474531,89.92009176,34854800
05-01-2023,85.78984833,87.15333246,85.49128031,87.05380979,27194400
06-01-2023,86.92441559,87.27275629,84.45622016,86.37703715,41381500
09-01-2023,87.6011734,89.62152048,87.44193867,87.93955954,29003900
10-01-2023,87.99927521,88.24808565,85.42160268,85.57089046,30467800
11-01-2023,91.08453369,91.16415486,88.58648203,88.75567133,26862000
12-01-2023,90.69638062,91.432865,89.32294969,91.04472131,30258100
13-01-2023,91.68167877,91.7513454,89.70114209,90.41771741,26329200
17-01-2023,90.85562897,91.81106023,89.62153121,91.62196185,32602400
18-01-2023,90.68643188,92.35843834,90.2087125,91.70157514,29116700
19-01-2023,92.60725403,93.16458702,90.19876306,90.28833877,37000400
20-01-2023,97.55358887,97.83226292,94.56786374,94.6474849,63191100
23-01-2023,99.31518555,99.56399601,97.03608079,97.48393659,40005100
24-01-2023,97.23512268,99.1360382,96.73750177,97.63322093,33078500
25-01-2023,94.76692963,95.70245939,93.31387744,95.11526275,42330000
26-01-2023,97.05597687,97.10574199,94.92616003,96.04083357,30114000
27-01-2023,98.89717865,99.84265531,96.84697541,96.84697541,33879800
30-01-2023,96.47874451,97.82231945,95.94131301,97.016176,27226200
31-01-2023,98.36968994,98.40950052,96.35930497,96.40907009,29870700
01-02-2023,99.95213318,100.7085191,97.1156956,98.24031609,35531100
02-02-2023,107.227356,107.3368332,105.1074935,105.2965919,69883800
03-02-2023,104.2814331,107.2970145,102.0919042,102.4402373,65309300
06-02-2023,102.4103851,103.8634373,101.3952342,101.9127642,31999600
07-02-2023,107.1278305,107.665262,102.6293408,102.7288634,49010200
08-02-2023,98.89717865,102.6492368,97.57350526,101.5644269,94743500
09-02-2023,94.55792236,99.55403269,93.18448387,99.52417665,119455000
10-02-2023,94.12001801,96.28964546,93.80154093,94.99582807,54980700
13-02-2023,94.15982819,94.74701721,93.39348774,94.28920689,50076100
14-02-2023,94.22949219,94.39868147,91.8210089,93.98068174,54726100
15-02-2023,96.47874451,96.65788834,93.70201892,94.04039749,50169000
16-02-2023,95.05554962,97.21522258,94.28920916,94.91621637,42462600
17-02-2023,93.90105438,95.10529595,92.76647943,94.39867524,34284100
21-02-2023,91.3532486,92.65701297,91.28358197,92.5574903,33629300
22-02-2023,91.21391296,91.67172328,90.17886058,91.2636705,30884000
23-02-2023,90.45751953,91.50252638,89.33289912,91.48261729,41206400
24-02-2023,88.7059021,89.46228802,88.15852365,89.01443223,36585100
27-02-2023,89.44238281,89.73100384,88.91489828,89.44238281,27502300
28-02-2023,89.63147736,90.79591608,88.89500052,88.90495507,30142000
01-03-2023,89.93004608,90.59685624,89.24332684,89.55185695,31111200
