Date,Close,High,Low,Open,Volume,MA_5,MA_10,MA_20,Daily_Return,Price_Range,Volume_Change
26-03-2020,57.86932755,58.29529242,54.34169466,55.47079504,76562000,54.906394195999994,55.360722732,59.6992811205,0.05564523041997993,3.953597760000001,-0.15236260573048133
27-03-2020,55.24885941,57.27865627,54.93734899,56.10526532,62794000,55.324894716,54.843147278000004,59.12952995349999,-0.04528250544705004,2.3413072800000023,-0.17982811316318803
30-03-2020,57.04278183,57.27616692,54.66315975,56.36253564,58736000,56.24230881,55.207953263,58.53236026799999,0.03246985438536143,2.613007170000003,-0.06462400866324813
31-03-2020,57.82106018,58.39083444,56.56556135,57.16320605,65228000,56.560189058000006,55.42635917700001,58.095025826000004,0.01364376569711201,1.825273089999996,0.11052846635794067
01-04-2020,54.84279633,56.20229768,54.41434472,55.93258726,51970000,56.56496506,55.48064918600001,57.39960002950001,-0.05150828851509315,1.7879529599999984,-0.20325627031336235
02-04-2020,55.58574677,55.87137991,54.39643316,54.73829695,56410000,56.10824890400001,55.50732155000001,56.90762691550001,0.013546910254712774,1.4749467500000009,0.08543390417548591
03-04-2020,54.37503433,55.67332784,53.49822958,55.47029994,51374000,55.933483888,55.629189302,56.4024421695,-0.021780987219792713,2.1750982599999986,-0.08927495124977836
06-04-2020,58.8780098,59.25420957,55.98235354,56.38045179,63320000,56.300529482,56.27141914599999,56.321330071,0.0828132896923175,3.271856030000002,0.23253007357807443
07-04-2020,58.84665298,60.74856308,58.58241718,60.56095676,61620000,56.505648042000004,56.53291855,56.090906525,-0.0005325726889634508,2.1661458999999965,-0.026847757422615248
08-04-2020,60.06283951,60.45596046,58.91582321,59.86876767,40334000,57.549656678,57.057310869000005,56.081202889,0.020667046780270537,1.5401372500000008,-0.34543979227523536
09-04-2020,60.04144669,60.80877806,59.33731262,60.61918613,54028000,58.440796662000004,57.27452278300001,56.31762275750001,-0.00035617397003750995,1.471465440000003,0.33951504933802745
13-04-2020,60.23252869,60.43705242,58.83520993,59.78914906,38702000,59.612295534,57.772889711000005,56.308018494500004,0.0031825015973812043,1.6018424900000028,-0.2836677278448212
14-04-2020,62.96049118,63.48398555,61.13471692,61.70350029,63358000,60.42879181000001,58.364660646000004,56.786306954500006,0.04529051908213999,2.3492686299999974,0.6370730194821974
15-04-2020,62.56587219,63.45213406,61.40641468,62.0289381,42236000,61.172635652,58.83914184700001,57.132750511999994,-0.006267724133088626,2.0457193800000013,-0.33337542220398375
16-04-2020,62.5723381,63.36504929,61.61541492,63.05552829,57896000,61.67453537,59.612096023999996,57.546372605,0.00010334563834368815,1.7496343700000025,0.3707737475139692
17-04-2020,63.64571381,64.19309604,62.99880512,63.78006978,51050000,62.395388794000006,60.418092728,57.962707138999995,0.017154156974038326,1.1942909200000003,-0.11824651098521488
20-04-2020,62.75746155,63.5372342,62.52308176,63.19238251,35292000,62.900375366000006,61.25633545000001,58.442762376,-0.01395619919750879,1.0141524400000037,-0.30867776689520077
21-04-2020,60.31961823,62.20261406,59.96331995,61.83985026,49648000,62.372200776,61.400496293,58.8359577195,-0.03884547366623048,2.239294110000003,0.40677773999773326
22-04-2020,62.62111664,63.68950655,61.56566156,61.76023077,46296000,62.383249666,61.777942659,59.1554306045,0.03815505597572466,2.123844989999995,-0.06751530776667736
23-04-2020,63.256073,64.10103609,62.72660668,62.98586522,34202000,62.519996646,62.097266008,59.5772884385,0.010139652469793425,1.3744294099999905,-0.2612320718852601
24-04-2020,63.52628326,63.58151921,61.90403813,62.45142034,37402000,62.496110536,62.445749664999994,59.86013622400001,0.004271688822668374,1.6774810799999997,0.09356178001286475
27-04-2020,63.24064636,64.39711984,62.95202534,64.29261611,44186000,62.592747497999994,62.746561432,60.259725571500006,-0.004496357811946128,1.4450945000000033,0.1813806748302229
28-04-2020,61.33625793,63.93234389,61.22628338,63.8547197,80700000,62.796075438,62.584138107,60.4743993765,-0.030113361257555593,2.7060605100000004,0.8263703435477301
29-04-2020,66.78968048,67.68390375,66.02085713,66.93000842,108358000,63.629788206,63.006518936,60.9228303915,0.08891025853294998,1.663046620000003,0.34272614622056996
30-04-2020,67.01460266,67.17881846,65.76059592,66.25125394,55842000,64.38149413800001,63.450745392,61.531420708,0.003367618745643508,1.4182225400000021,-0.48465272522564096
01-05-2020,65.55259705,67.24998737,65.17142379,65.88948738,48872000,64.786756896,63.641433715999995,62.029763222,-0.021816224404366147,2.0785635799999937,-0.12481644640234946
04-05-2020,65.83026886,65.90840178,64.4921685,65.09528786,30806000,65.304681396,63.948714447,62.602524948500005,0.004235862841379223,1.4162332800000001,-0.3696595187428384
05-05-2020,67.13005829,68.22432932,66.43389314,66.55680253,39666000,66.463441468,64.629758453,63.015127373000006,0.019744555999979596,1.7904361800000004,0.2876063104590014
06-05-2020,66.95140839,68.1088766,66.93648037,67.57691974,31732000,66.49578704999999,65.062787628,63.4203651435,-0.002661250482283717,1.172396230000004,-0.20002016840619175
07-05-2020,68.13822937,68.47263674,67.30521401,67.74162698,30652000,66.720512392,65.551003265,63.824134636500006,0.017726602151318938,1.1674227299999984,-0.03403504348922226
08-05-2020,68.88764954,69.49972107,68.27408216,68.76224963,33326000,67.38752289,66.087139893,64.266444779,0.010998527213416986,1.2256389100000007,0.08723737439645052
11-05-2020,69.8455658,70.43972525,68.44775348,68.51194548,32718000,68.19058227800001,66.747631837,64.7470966345,0.01390548619958043,1.9919717699999921,-0.018244013683010207
12-05-2020,68.43183136,70.38001378,68.39849009,70.07597118,33918000,68.450936892,67.45718918,65.0206636435,-0.02024086173270001,1.981523690000003,0.03667705849990832
13-05-2020,67.09571838,68.93692188,66.08455382,68.48059979,40368000,68.47979889000001,67.48779297,65.247155953,-0.019524729258977525,2.8523680600000034,0.19016451441712356
14-05-2020,67.52019501,67.54557112,65.85017779,66.35874795,36660000,68.356192018,67.538352205,65.4945487985,0.006326433940180065,1.6953933300000017,-0.09185493460166472
15-05-2020,68.32633972,68.40197452,66.63143991,67.09224193,41544000,68.243930054,67.81572647200001,65.72858009400001,0.01193931252539504,1.7705346099999986,0.1332242225859248
18-05-2020,68.92945862,69.3066531,67.38782539,67.75507292,47094000,68.06070861799999,68.125645448,66.0371799475,0.008827033651613192,1.9188277100000022,0.13359329867128822
19-05-2020,68.39302063,69.29321214,68.3611752,68.94438546,31586000,68.052946472,68.25194168200001,66.44085006750001,-0.007782419893319181,0.932036939999989,-0.32929884911029006
20-05-2020,70.1227417,70.26556016,69.04091595,69.12749997,38262000,68.658351136,68.569075013,66.81593132050001,0.02529090035893633,1.2246442100000081,0.21135946305325137
21-05-2020,70.00281525,70.48600163,69.38775204,70.21380448,30894000,69.154875184,68.755533601,67.15326843300001,-0.0017102361814813616,1.0982495900000089,-0.1925670377920652
22-05-2020,70.32577515,70.51287653,69.46538671,69.86099439,28544000,69.55476227,68.899346162,67.4932430275,0.004613527310960652,1.0474898199999956,-0.07606655013918562
26-05-2020,70.73033905,71.91169514,70.63231223,71.75494335,44590000,69.914938356,68.987823487,67.867727662,0.005752711564672941,1.2793829100000096,0.5621496636771302
27-05-2020,70.67609406,70.92838971,69.39820711,70.66216073,31684000,70.371553042,69.212249757,68.3347194685,-0.0007669267633745314,1.5301826000000034,-0.28943709351872615
28-05-2020,70.57458496,71.87934391,69.62114319,69.66692194,35170000,70.461921694,69.560136415,68.5239646925,-0.001436257922145856,2.258200720000005,0.11002398687034476
29-05-2020,71.33496094,71.49469684,70.46213488,70.68357226,37044000,70.728350832,69.94161300799999,68.73998260649999,0.01077407653804796,1.0325619600000095,0.053284048905317016
01-06-2020,71.4021225,71.7360287,70.77561651,70.94580807,25162000,70.943620302,70.249191286,69.032458879,0.000941495714233298,0.9604121899999996,-0.32075369830471867
02-06-2020,71.77236176,71.80669772,70.74228284,71.40859948,23442000,71.152024844,70.5334816,69.32956352400001,0.005185269667578707,1.064414880000001,-0.06835704633971862
03-06-2020,71.62008667,72.10576362,71.2404017,71.79176648,27732000,71.34082336600001,70.856188204,69.554064943,-0.0021216396711200014,0.865361919999998,0.18300486306629127
04-06-2020,70.37852478,71.72310207,69.96599964,71.49717718,26982000,71.30161133,70.881766512,69.72542076250001,-0.017335386589528712,1.7571024299999891,-0.027044569450454303
05-06-2020,71.65840149,71.97091038,70.0461071,70.44520002,42642000,71.36629944,71.047325136,69.9014293685,0.018185614347570267,1.9248032800000061,0.5803869246164108
08-06-2020,72.05749512,72.10526326,70.88509891,70.97467462,33878000,71.497373964,71.22049713300001,70.0599216475,0.005569390632523152,1.2201643500000046,-0.20552506918062008
09-06-2020,72.25853729,73.0408005,71.77484968,71.91816931,33624000,71.59460907000002,71.37331695700001,70.180570222,0.00279002440572218,1.2659508200000005,-0.007497490997107281
10-06-2020,72.88654327,73.2881192,72.3720049,72.72780206,31762000,71.84790039,71.594361878,70.40330581750001,0.008691097322930608,0.9161143000000038,-0.05537711158696168
11-06-2020,69.76148224,72.23465897,69.58781301,71.70867022,47144000,71.72449188200001,71.513051606,70.5365940105,-0.04287569268340197,2.646845959999993,0.4842894024305775
12-06-2020,70.3098526,71.38421437,68.96030199,70.95376958,36676000,71.45478210400002,71.41054077200002,70.67607689,0.007860646626077106,2.42391237999999,-0.22204310198540644
15-06-2020,70.6989975,70.91098146,69.02997498,69.14393211,30468000,71.18308258,71.340228272,70.79470977899999,0.005534713636990318,1.8810064799999964,-0.1692660050169048
16-06-2020,71.97937775,72.5118282,71.1095358,72.10527123,30648000,71.127250672,71.360929871,70.9472057355,0.018110302766315645,1.4022923999999932,0.005907837731390364
17-06-2020,72.28142548,72.76212897,71.41506882,72.30133456,30610000,71.006227114,71.42706375200001,71.14162597800001,0.0041963092685946,1.3470601500000043,-0.001239885147481079
18-06-2020,71.36481476,72.30282749,70.97268466,72.14757152,34862000,71.326893618,71.52569274999999,71.203729631,-0.012681137842994183,1.3301428299999998,0.13890885331590974
19-06-2020,70.89307404,71.88134549,70.61241053,71.65741758,52784000,71.443537906,71.449160005,71.2482425705,-0.006610270363434201,1.2689349599999957,0.5140841030348231
22-06-2020,72.18786621,72.20230068,70.62185935,70.91147506,29442000,71.74131164799999,71.462197114,71.3413471235,0.018264015032969594,1.5804413299999993,-0.4422173385874507
23-06-2020,72.85070038,73.40903563,71.90621842,72.25455153,37752000,71.915576174,71.521413423,71.44736519,0.009182071791286495,1.5028172100000035,0.2822498471571224
24-06-2020,71.29415131,73.43839511,71.15979153,72.81587541,31592000,71.71812134,71.362174227,71.4782680525,-0.021366288338764305,2.278603579999995,-0.1631701631701632
25-06-2020,71.71214294,71.77284971,70.63926945,71.22049025,23958000,71.787586976,71.557240297,71.53514595150001,0.005862916134347307,1.1335802600000022,-0.24164345403899723
26-06-2020,67.80284119,71.50912091,67.4276361,71.29066763,97640000,71.169540406,71.30653915600001,71.35853996400002,-0.05451380463237365,4.081484809999992,3.075465397779447
29-06-2020,69.52610016,69.56740658,67.26092874,67.69336297,45074000,70.637187196,71.189249422,71.264738847,0.0254157339096015,2.3064778399999994,-0.5383654240065547
30-06-2020,70.56513214,70.8612172,69.01653605,69.51167404,40286000,70.180073548,71.04782486100001,71.204377366,0.014944488150620883,1.8446811499999995,-0.10622531836535476
01-07-2020,71.75693512,72.07939858,70.37255487,70.62087178,42182000,70.27263031,70.995375825,71.2112197885,0.016889403361924904,1.7068437100000011,0.04706349600357451
02-07-2020,73.14678955,74.07187121,72.20827571,72.24659805,57218000,70.55955963199999,71.173573304,71.34963302700001,0.019368921312981513,1.8635955000000024,0.3564553601062064
06-07-2020,74.62571716,75.14075662,73.49761142,74.05345616,44712000,71.924134826,71.546837616,71.49799881050001,0.0202186263962969,1.6431452000000064,-0.21856758362752982
07-07-2020,74.1415329,75.70406217,74.13058366,74.45055656,42364000,72.847221374,71.742204285,71.6022006995,-0.006488168937283212,1.573478510000001,-0.05251386652352841
08-07-2020,74.82227325,75.19897413,74.25995925,74.68294002,31766000,73.698649596,71.939361572,71.7303874975,0.0091816330654797,0.939014880000002,-0.2501652346331791
09-07-2020,75.57170105,76.09320987,74.42369372,75.13727742,41836000,74.461602782,72.367116546,71.8646453865,0.010016105732259417,1.6695161499999926,0.31700560347541407
10-07-2020,76.58435059,76.7002971,74.67896287,75.30247721,35918000,75.14911499,72.854337311,72.205788804,0.013399851080896141,2.0213342299999937,-0.14145711827134522
13-07-2020,75.25173187,78.44297203,74.96958014,77.12825842,42954000,75.274317932,73.59922637899999,72.4528827675,-0.017400666190071523,3.473391890000002,0.19589063979063415
14-07-2020,75.6811676,75.77770617,73.94297977,74.28435,38108000,75.582244872,74.214733123,72.70199127250001,0.005706655771615443,1.834726400000008,-0.11281836383107513
15-07-2020,75.48311615,76.45098479,74.535149,75.79910267,31026000,75.714413452,74.706531524,72.8771781925,-0.0026169185317906907,1.9158357900000027,-0.18584024351842132
16-07-2020,75.3855896,75.43485358,74.05942561,74.71777711,26484000,75.67719116200001,75.069396972,73.0323863985,-0.0012920313173901965,1.3754279699999898,-0.14639334751498745
17-07-2020,75.48162079,75.80905769,74.54858165,75.48460487,34264000,75.456645202,75.302880096,73.2382267,0.0012738666701359591,1.2604760400000004,0.2937622715601873
20-07-2020,77.81995392,78.07722309,74.7775003,75.38957193,30166000,75.970289612,75.622303772,73.584570694,0.03097884101489501,3.299722790000004,-0.11960074713985525
21-07-2020,77.42582703,78.97492413,77.26161122,78.87440678,27486000,76.31922149799999,75.95073318499999,73.846468735,-0.00506459937518311,1.713312909999999,-0.08884174235894715
22-07-2020,77.87020111,77.97619308,76.79434353,77.41537491,24482000,76.79663849,76.255525971,74.0974437715,0.005739352061784553,1.1818495499999955,-0.1092920032016299
23-07-2020,75.47665405,78.14390247,75.07059065,77.92395336,33910000,76.81485138000001,76.24602127099999,74.3065689085,-0.0307376509355467,3.0733118200000007,0.3850992565966833
24-07-2020,75.05168915,75.41097154,74.02559651,74.60283863,29902000,76.72886505199999,76.092755127,74.47354621899999,-0.0056304151972406125,1.3853750300000058,-0.11819522264818638
27-07-2020,76.1076355,76.51220308,75.25670795,75.30298785,27124000,76.386401368,76.17834549,74.88878593449999,0.014069588066026872,1.25549513,-0.09290348471674137
28-07-2020,74.82476807,75.93744461,74.66901097,75.88718594,30910000,75.866189576,76.092705537,75.15371933,-0.016855962237849242,1.2684336399999978,0.1395811827164135
29-07-2020,75.81303406,76.30169507,74.79290978,74.89193889,22676000,75.45475616600001,76.12569732799999,75.416114426,0.013207738767401889,1.5087852899999916,-0.26638628275638954
30-07-2020,76.55250549,76.67790541,74.40277966,74.5421129,36042000,75.669926454,76.242388917,75.6558929445,0.009753882550258552,2.275125750000001,0.5894337625683541
31-07-2020,74.04350281,74.89294207,72.35407768,74.49633966,91468000,75.46828918599999,76.098577119,75.7007286075,-0.032774925705439384,2.5388643900000005,1.5378169912879418
03-08-2020,73.78523254,74.53016801,73.23585716,74.19527469,45482000,75.003808594,75.695104981,75.6587043765,-0.003488088221092811,1.2943108500000022,-0.5027550618795644
04-08-2020,73.31449127,74.30027971,72.85319571,73.98180263,37212000,74.70175323400001,75.28397140500002,75.617352295,-0.006379884616407372,1.4470840000000038,-0.18183017457455697
05-08-2020,73.60260773,74.14551383,73.2109788,73.48965289,29134000,74.259667968,74.857212067,75.556369019,0.003929870548224024,0.9345350299999922,-0.21708051166290443
06-08-2020,74.88945007,74.95513791,73.24481675,73.45630714,33306000,73.927056884,74.79849166900001,75.52225647,0.017483651458662708,1.7103211600000066,0.14320038443056227
07-08-2020,74.56203461,75.64286587,73.9599099,75.09299684,27718000,74.030763244,74.749526215,75.421140671,-0.00437198376665815,1.6829559699999947,-0.1677775776136432
10-08-2020,74.48488617,74.99892327,73.52297816,74.18531593,20546000,74.17069397,74.587251282,75.382798386,-0.001034687966919523,1.475945110000012,-0.2587488274767299
11-08-2020,73.67475891,75.16264801,73.55781771,74.34455312,31098000,74.242747498,74.472250366,75.2824779515,-0.010876397906429136,1.6048303000000033,0.5135792855056946
12-08-2020,75.00341034,75.22386058,73.89670197,74.00220039,22512000,74.52290802,74.39128799400001,75.25849266099999,0.018034011236101488,1.327158609999998,-0.27609492571869576
13-08-2020,75.47167206,76.48284419,75.05168293,75.05168293,22388000,74.639352418,74.283204651,75.26279678399999,0.006243205713944322,1.431161259999996,-0.005508173418621198
14-08-2020,74.87354279,75.6279394,74.59338042,75.32040393,21942000,74.701654054,74.366208649,75.232392884,-0.00792521556332404,1.03455898,-0.019921386457030565
17-08-2020,75.45127106,75.82648373,74.89194866,75.43783888,19990000,74.894931032,74.532812501,75.113958741,0.007716053608153306,0.9345350700000097,-0.08896180840397416
18-08-2020,77.41886139,77.49798141,75.72147884,75.94291618,28378000,75.643751528,74.94324951299998,75.113610459,0.026077630003547014,1.776502569999991,0.41960980490245126
19-08-2020,76.86301422,78.06974631,76.63361174,77.25513666,30472000,76.01567230399999,75.269290162,75.06325111449999,-0.0071797383740883625,1.436134569999993,0.07378955528930864
20-08-2020,78.4375,78.63256656,76.35794168,76.63212827,26382000,76.608837892,75.624095155,75.211293412,0.02048430959906744,2.2746248800000046,-0.13422158046731425
21-08-2020,78.40366364,79.21528173,77.74381628,78.2160535,34838000,77.314862062,76.008258058,75.37889213650001,-0.000431379888446104,1.4714654499999966,0.3205215677355773
24-08-2020,78.88037109,80.05625248,78.37727561,79.24462689,25638000,78.000682068,76.44780655,75.517528916,0.006080168041494138,1.6789768699999996,-0.26407945347034845
25-08-2020,79.9104538,80.06122983,78.51860203,78.62907393,25150000,78.49900055,77.071376039,75.7718132025,0.013058796450446497,1.5426278000000053,-0.019034246041032876
26-08-2020,81.81533813,82.24628407,79.66811044,79.93284359,52188000,79.489465332,77.752568818,76.07192840600001,0.02383773635884423,2.578173629999995,1.07506958250497
27-08-2020,81.03855133,82.00741461,80.55535737,81.93874269,31350000,80.009675598,78.309256745,76.296230698,-0.009494390877731629,1.452057240000002,-0.39928719245803634
28-08-2020,81.58146667,81.67701056,80.89376024,81.08584272,22418000,80.645236204,78.980049133,76.673128891,0.006699469957072157,0.7832503199999934,-0.28491228070175434
31-08-2020,81.08882141,81.83375694,80.87982154,81.78747704,26422000,81.086926268,79.543804168,77.03830833449999,-0.006038690895234455,0.953935400000006,0.17860647693817477
01-09-2020,82.36023712,82.5662529,81.08881938,81.21969391,22652000,81.57688293199999,80.03794174100001,77.49059562699999,0.015679296947374466,1.477433519999991,-0.14268412686397702
02-09-2020,85.46090698,85.89433584,82.61451509,83.00365345,49522000,82.30599670199999,80.897731017,78.0835105895,0.03764765581578278,3.279820749999999,1.1862087232915415
03-09-2020,81.08782959,84.5955575,80.00301202,84.57166963,63726000,82.31585235399999,81.162763976,78.3934295655,-0.05117050057780703,4.592545479999998,0.28682201849682976
04-09-2020,78.68431091,81.36051134,76.53259571,80.06719518,55850000,81.736421202,81.190828703,78.5995433805,-0.029640929991008313,4.827915630000007,-0.12359162665160217
08-09-2020,75.81752014,77.40741496,75.46420596,75.88718676,54032000,80.682160948,80.884543608,78.666175079,-0.03643408370544243,1.943208999999996,-0.032551477170993715
09-09-2020,76.99340057,77.56516042,75.89564446,77.07649937,39242000,79.60879363800001,80.592838285,78.832107162,0.01550934965729156,1.6695159599999982,-0.2737266804856381
10-09-2020,75.93943024,78.30860397,75.63837174,77.14019419,33024000,77.70449828999999,80.00524749600001,78.878908157,-0.013689099613697131,2.6702322299999963,-0.15845267825289233
11-09-2020,75.42738342,76.56892127,74.29579253,76.04393489,30706000,76.572409056,79.44413070499999,78.87669372500001,-0.0067428319962595795,2.273128740000004,-0.07019137596899228
14-09-2020,75.08252716,77.47956755,74.89741517,76.21809683,42660000,75.85205230599999,78.794236754,78.8871429435,-0.00457203000241635,2.5821523799999966,0.3893050218198397
15-09-2020,76.39077759,77.18050476,75.74288179,76.03100168,23042000,75.966703796,78.324432372,78.93411827,0.017424166174003997,1.4376229700000067,-0.4598687294889826
16-09-2020,75.24475861,77.3486982,75.21987604,76.75702925,22128000,75.61697540399999,77.612884521,78.82541313099999,-0.015002059360500808,2.1288221599999986,-0.03966669559934033
17-09-2020,73.99821472,74.57645148,72.77506627,73.93700681,40008000,75.2287323,76.466615295,78.682173156,-0.016566521217257657,1.8013852100000065,0.8080260303687636
18-09-2020,72.20927429,74.40428562,71.24041081,74.06092595,63056000,74.585110474,75.578759765,78.37076187049999,-0.024175453918302447,3.163874809999996,0.5760847830433913
21-09-2020,71.16675568,71.66039018,69.80028766,71.24040108,56908000,73.801956178,74.827004242,78.00891647249999,-0.014437461396068607,1.860102519999998,-0.09750063435676226
22-09-2020,72.64369202,72.85020894,71.13490659,72.17095368,33950000,73.052539064,74.50962143000001,77.697082519,0.020753177883238383,1.7153023500000018,-0.40342306881282064
23-09-2020,70.13419342,72.30830089,69.80029476,72.2590369,37726000,72.03042602600001,73.823700715,77.2082695,-0.034545306415718735,2.5080061299999983,0.11122238586156108
24-09-2020,70.80448151,71.55738213,69.7739091,69.8002875,34552000,71.391679384,73.31020584199999,76.657726669,0.009557222480423677,1.7834730299999961,-0.08413295870222126
25-09-2020,71.61064148,71.95299885,70.04910674,70.91347406,30326000,71.271952822,72.928531648,76.18633117649999,0.011385719559095175,1.903892110000001,-0.12230840472331561
